# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	resources\simon0.png	116	116	116
10	resources\Objects.png	116	116	116
20	resources\Brick.png	0	0	0
30	resources\whip.png	255	0	255

# id	left	top	right	bottom	texture_id
[SPRITES]
#SIMON
#idle
50000	8	21	38	52	0
#walking 
50001	49	21	79	52	0
50002	92	21	121	52	0
50003	133	21	163	52	0
#jump 
50004	190	29 	219 	52	0
#sit 
50005	190	21 	219 	52	0
#attack
51001	10	79 	40	109	0
51002	51	79	80	109	0
51003	98	79 	128	109	0
#sit attack
52001	9	138	38	169	0
52002	53	138	82	169	0
52003	101	138	130	169	0
#WHIP
#level 1 
30001	0	0	120	33	30
30002	120	0	240	33	30
30003	240	0	360	33	30
#CANDLE
22001	175	1	191	33	10
22002	192	1	208	33	10
#BRICK
20001	0	0	32	32	20
						
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== BRICK =========
601	20001	100

# ==== SIMON  =========
#idle 
900	50000	100
#walking 
901	50001	100	50002	100	50003	100
#jump 
902	50004	100
#sit 
903	50005	100
#attack 
914	51001	100	51002	100	51003	100
#sit attack
915	52001	100	52002	100	52003	100

# ==== WHIP  =========
300	30001	100	30002	100	30003	100

# ==== CANDLE =========
201	22001	100	22002	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# SIMON
0	900	901	902	903	914	915
# BRICK 
2	601
#CANDLE
3	201
#Whip
4	300

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Simon , 1 = Brick, 2 = Candle, 3= Whip

# SIMON
0	46.0	0	0

# WHIP
3	-46.0	0	4

# BRICK 
# --- platform (hint: I created the list using Excel!) ----
1	0	170	2
1	16	170	2
1	32	170	2
1	48	170	2
1	64	170	2
1	80	170	2
1	96	170	2
1	112	170	2
1	128	170	2
1	144	170	2
1	160	170	2
1	176	170	2
1	192	170	2
1	208	170	2
1	224	170	2
1	240	170	2
1	256	170	2
1	272	170	2
1	288	170	2
1	304	170	2
1	320	170	2
1	336	170	2
1	352	170	2
1	368	170	2
1	384	170	2
1	400	170	2
1	416	170	2
1	432	170	2
1	448	170	2
1	464	170	2
1	480	170	2
1	496	170	2
1	512	170	2
1	528	170	2
1	544	170	2
1	560	170	2
1	576	170	2
1	592	170	2
1	608	170	2
1	624	170	2
1	640	170	2
1	656	170	2
1	672	170	2


# CANDLE
2	100.0	136	3
2	210.0	136	3
2	330.0	136	3
2	450.0	136	3
2	570.0	136	3

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	360	98	0	316	150	2

