# id	file_path	transparent_color_r	g	b
[TEXTURES]
-1	resources\Board.png	5	5	5
-4	resources\BreakWall.png	5	5	5
0	resources\simon.png	116	116	116
10	resources\Objects.png	116	116	116
20	resources\Brick.png	0	0	0
30	resources\whip.png	255	0	255
61	resources\Knight.png	116	116	116
62	resources\Bat.png	116	116	116
63	resources\Zombie.png	116	116	116
64	resources\Hunchback.png	116	116	116
65	resources\Ghost.png	116	116	116
66	resources\Skeleton.png	116	116	116
67	resources\Boss.png	116	116	116
68	resources\Raven.png	116	116	116
#map_id	file_path	r	g	b	
1	resources\tilesheet1.png	5	5	5
2	resources\tilesheet2.png	5	5	5
3	resources\tilesheet3.png	5	5	5
4	resources\tilesheet4.png	5	5	5
5	resources\tilesheet5.png	5	5	5
6	resources\tilesheet6.png	5	5	5

# id	left	top	right	bottom	texture_id
[SPRITES]
#================= SIMON ================
#idle
50000	9	20	39	51	0
#walking 
50001	50	20	80	51	0
50002	91	20	121	51	0
50003	132	20	162	51	0
#jump 
50004	191	20 	221	51	0
#sit 
50005	191	20 	221	51	0
#attack
51001	10	77	40	108	0
51002	51	77	81	108	0
51003	98	77	128	108	0
#sit attack
52001	8	138	38	169	0
52002	52	138	82	169	0
52003	100	138	130	169	0
#sub attack
51101	10	77	40	108	0
51102	51	77	81	108	0
51103	98	77	128	108	0
#go upstair
53001	163	78	193	109	0
53002	227	78	257	109	0
#go downstair
53011	166	138	196	169	0
53012	231	137	261	168	0
#idle upstair
53000	163	78	193	109	0
#idle downstair
53010	166	138	196	169	0
#attack upstair
54001	8	211	38	242	0
54002	54	208	84	239	0
54003	102	209	132	240	0
#attack downstair
54011	6	277	36	308	0
54012	52	276	82	307	0
54013	98	274	128	305	0
#deflect
55000	169	209	199	240	0
#power up
56001	344	20	374	51	0
56002	381	20	411	51	0
56003	429	20	459	51	0
56004	465	20	495	51	0
# die
#57001	207	209	237	240	0
57002	253	209	285	240	0
#================= WHIP ==================
#normal
30001	0	0	120	32	30
30002	120	0	240	32	30
30003	240	0	360	32	30
#short chain
31001	0	33	120	65	30
31002	120	33	240	65	30
31003	240	33	360	65	30
#long chain
32001	0	66	120	98	30
32002	120	66	240	98	30
32003	240	66	360	98	30
#============== BOOMERANG ================
71001	346	76	361	90	0
71002	363	76	378	90	0
71003	381	76	396	90	0
#============== HOLY WATER ===============
#Normal
72000	297	134	305	142	0
#Burn
72001	310	128	315	144	0
72002	318	128	324	144	0
72003	326	128	334	144	0
72004	335	128	351	144	0
72005	353	128	367	144	0
#================= AXE ==================
73001	460	75	475	89	0
73002	478	75	493	89	0
73003	495	75	510	89	0
73004	511	75	526	89	0
#================= CANDLE ================
#big
22001	175	1	191	33	10
22002	192	1	208	33	10
#small
22003	157	1	165	17	10
22004	166	1	174	17	10
#destroyed
22005	455	123	467	163	0
22006	470	123	482	163	0
22007	485	123	497	163	0
#============== Hit effect ===============
29999	437	124	445	134	0
#============ BLACK_KNIGHT ===============
60001	2	19	18	51	61
60002	19	19	35	51	61
60003	36	19	52	51	61
#================= BAT ===================
#idle
60010	57	11	69	25	62
#flying
60011	72	11	88	27	62
60012	89	11	105	27	62
60013	106	11	122	27	62
#=============== ZOMBIE ==================
60021	1	28	17	60	63
60022	18	28	34	60	63
#============ HUNCH_BACK =================
60041	5	29	21	45	64
60042	22	29	38	45	64
#============== SKELETON =================
#Dance
60051	4	14	20	46	66
60052	21	14	37	46	66
#====== Bones ========
60053	43	19	58	35	66
60054	66	19	81	35	66
60055	95	19	110	35	66
#================ GHOST ==================
60061	1	12	17	28	65
60062	18	12	34	28	65
#============= PHANTOM BAT ===============
#Sleep
60070	1	11	17	27	67
#Active
60071	18	11	66	34	67
60072	81	11	129	34	67
#=============== RANVEN ==================
60080	2	13	18	29	68
60081	19	13	35	29	68
60082	36	13	52	29	68
60083	53	13	68	29	68
#============ MOVING PLATFORM ============
33300	64	69	96	77	10
#================= BRICK =================
20001	0	0	16	16	20
#================= ITEMS =================
#_BigHeart 
40001	29	6	41	16	10
#_Chain
40002	1	1	17	17	10
#_Dagger 
40003	1	22	17	31	10
#=_SmallHeart
40004	18	1	26	9	10
#_Boomerang
40005	69	19	84	33	10
#_MoneyBag Red
40006	45	1	60	16	10
#_MoneyBag Purple
40016	62	1	77	16	10
#_MoneyBag Yellow
40026	79	1	94	16	10
#_HolyWater
40007	35	18	51	34	10
#_Invisibility
40008	20	35	33	51	10
#_Axe 
40009	18	18	33	32	10
#_Meat
40010	1	37	17	50	10
#_StopWatch
40011	104	18	119	34	10
#============= Break wall ================
44400	0	0	16	16	-4
44401	16	0	32	16	-4
44003	32	0	48	16	-4
#============= Wall pieces ===============
44402	56	69	63	77	10
#============= Crown item ================
46001	69	35	84	51	10
46002	86	35	101	51	10
46003	103	35	118	51	10
46004	120	35	135	51	10
#============= Point effects =============
# (+100)
90100	74	85	86	93	10
# (+400)
90400	88	85	100	93	10
# (+700)
90700	59	85	71	93	10
# (+1000)
91000	1	85	17	93	10
# (+ 2000)
92000	21	85	37	93	10
#================ BOARD ==================
# HUD
80000	0	0	275	35	-1
# Number
88000	6	81	12	87	-1
88001	14	81	20	87	-1
88002	21	81	27	87	-1
88003	28	81	35	87	-1
88004	36	81	42	87	-1
88005	43	81	50	87	-1
88006	51	81	57	87	-1
88007	58	81	65	87	-1
88008	66	81	72	87	-1
88009	73	81	80	87	-1
88010	77	81	83	87	-1
# Health point
88101	123	69	127	77	-1
88102	132	69	136	77	-1
88103	142	69	146	77	-1

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
#================= BRICK ================
601	20001	100

#================= SIMON ================
#idle 
900	50000	100
#walking 
901	50001	100	50002	100	50003	100
#jump 
902	50004	100
#sit 
903	50005	100
#attack 
914	51001	100	51002	100	51003	100
#sit attack
915	52001	100	52002	100	52003	100
#go upstair
916	53001	100	53002	100
#go downstair
917	53011	100	53012	100
#attack upstiar
918	54001	100	54002	100	54003	100
#attack downstiar
919	54011	100	54012	100	54013	100
#deflect
920	55000	100
#idle upstair
921	53000	100
#idle downstair
922	53010	100
#sub attack
923	51101	100	51102	100	51103	100
#power up
924	56001	100	56002	100	56003	100	56004	100
#die
925	57002	100

#=============== Hit effect ==============
299	29999	100

#================= WHIP ==================
#normal whip
300	30001	100	30002	100	30003	100
#short chain
310	31001	100	31002	100	31003	100
#long chain
320	32001	100	32002	100	32003	100

#=============== BOOMERANG ==================
710	71001	80	71002	80	71003	80

#=============== HOLY WATER ==================
#Normal
720	72000	100
#Burn
721	72001	100	72002	100	72003	100	72004	100	72005	100

#=============== AXE ==================
730	73001	100	73002	100	73003	100	73004	100

#============= MOVING PLATFORM ==========
333	33300	100

#================= CANDLE ================
#big
201	22001	150	22002	150
#small
202	22003	150	22004	150
#destroyed
203	22005	100	22006	100	22007	100

#================= BAT ===================
#idle
661	60010	100
#flying
662	60011	100	60012	100	60013	100

#============ BLACK_KNIGHT ===============
660	60001	100	60002	100	60003	100

#=============== ZOMBIE ==================
663	60021	100	60022	100

#============ HUNCH_BACK =================
664	60041	100	60042	100
665	60042	100
666	60041	100

#=============== GHOST ==================
610	60061	60062

#============ PHANTOM_BAT ================
#Sleep
670	60070	100
# Flying
671	60071	100	60072	100
#============== SKELETON =================
#Dance
650	60051	100	60052	100
#Bones
651	60053	100	60054	100	60055	100

#============== RAVEN =================
#Idle
680	60080	100
#flying
681	60081	100	60082	100	60083	100

# ================== ITEMS ================
# Big Heart
401	40001	100
# Chain
402	40002	100
# Dagger
403	40003	100
# Small heart
404	40004	100
# Boomerang
405	40005	100
# Money bag red
406	40006	100
# Money bag purple
416	40016	100
# Money bag yellow
426	40026	100
# Holy water
407	40007	100
# Invisbility
408	40008	100
#Axe
409	40009	100
#Meat
410	40010	100
#Stop watch
411	40011	100
#============= Break wall =============
440	44400	100
441	44401	100
443	44003	100
#============= Wall pieces ============
442	44402	100
#============= Crown item =============
460	46001	50	46002	50	46003	50	46004	50
#=========== Point effects ============
101	90100	100
104	90400	100
107	90700	100
110	91000	100
120	92000	100

# id	ani1	ani2	ani3
[ANIMATIONS_SETS]
#================= SIMON ================
0	900	901	902	903	914	915	916	917	918	919	920	921	922	923	924	925
#=============== WEAPONS=================
# WHIP
30	300	310	320
#Boomerang
71	710
#Holy water
72	720	721
#Axe
73	730
#=============== OBJECTS ================
# BRICK 
1	601
# CANDLE
2	201	202	203
# Moving Platform
33	333
#Break walll
90	440	441	443
#Wall pieces
91	442
#Point effects
92	101	104	107	110	120
# ================== ITEMS ================
#Crown item
40	460
#BigHeart
41	401
#Chain
42	402
#Dagger
43	403
#Small heart
44	404
#Boomerang
45	405
#Money Bags red
46	406	
#Money bag purple
36	416
#Money bag yellow
26	426
# Holy water
47	407
# Invisbility
48	408
# Axe
49	409
#Meat
50	410
#Stop watch
51	411
#================= ENIMIES ================
#Black Knight
5	660
#BAT
6	661	662
#Zombie
63	663
#Hunch back
64	664	665	666
#Skeleton
65	650
#Ghost
66	610
#Phantom Bat
67	670	671
#Raven
68	680	681
#Bones
69	651
